,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
eyes-1-pyramid-25-selectivity-1,8.49e+05,1.01,98.7,0,1.34,0,0,0,0,0,0,0,0,0,1.04,0.994,8.91e+05,2.09,52.1,1.05,0.951,330,0.000371,0.603,121,0.000136,2.1,52.4,91.4,1.07e+05,174,2.11407704271
eyes-1-pyramid-25-selectivity-1,8.23e+05,1.01,100,0,0.00451,0,0,0,0,0,0,0,0,0,1.05,1.01,8.59e+05,2.11,52.7,1.04,0.958,283,0.000329,0.575,109,0.000127,2.09,52.2,86.6,1.02e+05,164,2.00396106087
eyes-1-pyramid-25-selectivity-1,9.71e+05,0.978,98.2,0,1.83,0,0,0,0,0,0,0,0,0,1.03,0.96,1.04e+06,2.06,51.5,1.07,0.937,423,0.000406,0.697,118,0.000114,2.14,53.6,102,1.26e+05,209,2.49391296779
eyes-1-pyramid-25-selectivity-1,9.74e+05,0.993,98.6,0,1.32,0,0,0,0,0,0,0,0,0,1.07,0.979,1.06e+06,2.14,53.4,1.09,0.942,431,0.000405,0.653,122,0.000115,2.18,54.6,129,1.24e+05,174,2.45043822619
eyes-1-pyramid-25-selectivity-1,1.11e+06,1.01,100,0,0.00178,0,0,0,0,0,0,0,0,0,1.18,1.01,1.3e+06,2.37,59.2,1.17,0.956,302,0.000232,0.646,92.5,7.12e-05,2.35,58.6,94.5,1.37e+05,137,2.6982299632
eyes-1-pyramid-25-selectivity-1,5.01e+05,1.01,84.1,0,11.6,0,0,0,0,0,0,0,0,0,0.766,0.851,4.52e+05,1.53,38.3,0.901,0.968,215,0.000475,0.53,91.8,0.000203,1.8,45,71.5,7.37e+04,141,1.46686085985
eyes-1-pyramid-25-selectivity-1,8.61e+05,0.992,99.7,0,0.278,0,0,0,0,0,0,0,0,0,0.941,0.989,8.19e+05,1.88,47,0.951,0.938,471,0.000575,0.586,165,0.000202,1.9,47.6,148,1.09e+05,216,2.15153927206
eyes-1-pyramid-25-selectivity-1,7.44e+05,0.973,94.2,0,5.01,0,0,0,0,0,0,0,0,0,0.796,0.917,6.46e+05,1.59,39.8,0.867,0.926,600,0.00093,0.674,151,0.000233,1.73,43.4,163,1.01e+05,188,2.00728285248
eyes-1-pyramid-25-selectivity-1,3.94e+05,0.991,78.9,0,16.8,0,0,0,0,0,0,0,0,0,0.773,0.781,3.89e+05,1.55,38.6,0.989,0.984,102,0.000261,0.603,35.8,9.21e-05,1.98,49.4,41.1,6.3e+04,70.6,1.26484081295
eyes-1-pyramid-25-selectivity-1,9.85e+05,0.988,98,0,1.97,0,0,0,0,0,0,0,0,0,1.07,0.968,1.09e+06,2.15,53.7,1.11,0.965,229,0.00021,0.431,116,0.000106,2.22,55.5,89.6,1.27e+05,206,2.50239686743
eyes-1-pyramid-25-selectivity-1,8.16e+05,1.01,100,0,0.00273,0,0,0,0,0,0,0,0,0,1.11,1.01,8.97e+05,2.22,55.5,1.1,0.962,248,0.000276,0.543,108,0.00012,2.2,55,70.1,1.01e+05,126,1.99331067903
eyes-1-pyramid-25-selectivity-1,8.12e+05,1.01,100,0,0.00996,0,0,0,0,0,0,0,0,0,1.19,1.01,9.54e+05,2.37,59.3,1.18,0.93,429,0.00045,0.904,40.9,4.28e-05,2.35,58.8,41.8,1.01e+05,71.6,1.98174585621
eyes-1-pyramid-25-selectivity-1,8.68e+05,1.03,98,0,1.99,0,0,0,0,0,0,0,0,0,1.18,1.01,1.01e+06,2.35,58.8,1.16,0.969,201,0.000199,0.588,79.1,7.86e-05,2.32,58,69.7,1.07e+05,114,2.10699642086
eyes-1-pyramid-25-selectivity-1,7.53e+05,1.01,94,0,5.44,0,0,0,0,0,0,0,0,0,0.756,0.948,6.01e+05,1.51,37.8,0.797,0.935,485,0.000808,0.589,181,0.000302,1.59,39.9,139,9.94e+04,268,1.97743807503
eyes-1-pyramid-25-selectivity-1,8.37e+05,1.01,100,0,0.000427,0,0,0,0,0,0,0,0,0,1.03,1.01,8.56e+05,2.06,51.6,1.02,0.938,434,0.000507,0.663,135,0.000158,2.05,51.2,99.6,1.04e+05,167,2.04244268087
eyes-1-pyramid-25-selectivity-1,8.34e+05,1.01,98.6,0,1.36,0,0,0,0,0,0,0,0,0,1.12,0.994,9.36e+05,2.23,55.8,1.12,0.964,249,0.000266,0.592,83,8.86e-05,2.25,56.2,89.1,1.05e+05,123,2.06541799107
eyes-1-pyramid-25-selectivity-1,9.07e+05,1.02,100,0,0.00018,0,0,0,0,0,0,0,0,0,1.12,1.02,9.96e+05,2.24,56.1,1.1,0.955,330,0.000331,0.611,97.2,9.76e-05,2.19,54.9,116,1.11e+05,140,2.18846123906
eyes-2-pyramid-9-selectivity-1,3.42e+05,1.05,89.4,0,9.47,0,0,0,0,0,0,0,0,0,0.798,0.934,2.93e+05,1.6,39.9,0.855,0.936,204,0.000697,0.494,81.2,0.000278,1.71,42.7,79.4,4.58e+04,114,1.92761980493
eyes-2-pyramid-9-selectivity-1,4.31e+05,1.02,97,0,2.99,0,0,0,0,0,0,0,0,0,1.15,0.984,5.02e+05,2.29,57.3,1.16,0.95,137,0.000273,0.593,54.1,0.000108,2.33,58.2,43.2,5.48e+04,70.6,2.31820448905
eyes-2-pyramid-9-selectivity-1,2.05e+05,1.05,78.4,0,17.9,0,0,0,0,0,0,0,0,0,0.77,0.819,1.93e+05,1.54,38.5,0.94,0.958,106,0.000551,0.571,42,0.000218,1.88,47,29.5,3.13e+04,61.7,1.32912520194
eyes-2-pyramid-9-selectivity-1,3.59e+05,1.03,97,0,2.96,0,0,0,0,0,0,0,0,0,1.1,1,3.92e+05,2.19,54.8,1.09,0.905,263,0.000672,0.803,44.5,0.000114,2.18,54.6,47.4,4.47e+04,62.5,1.87617587129
eyes-2-pyramid-9-selectivity-1,4.36e+05,1.02,97.2,0,2.78,0,0,0,0,0,0,0,0,0,1.08,0.987,4.8e+05,2.17,54.2,1.1,0.952,126,0.000262,0.466,61.3,0.000128,2.2,54.9,42.9,5.53e+04,94.6,2.31265849336
eyes-2-pyramid-9-selectivity-1,3.84e+05,1.02,100,0,0.00336,0,0,0,0,0,0,0,0,0,1.22,1.02,4.62e+05,2.45,61.2,1.2,0.981,46.9,0.000102,0.579,19.1,4.13e-05,2.4,60.1,22.2,4.71e+04,40.4,1.9577303813
eyes-2-pyramid-9-selectivity-1,1.69e+05,1.05,73.3,0,21.2,0,0,0,0,0,0,0,0,0,0.783,0.766,1.72e+05,1.57,39.2,1.02,0.978,54.2,0.000314,0.513,23.4,0.000136,2.04,51.1,21.3,2.75e+04,33.4,1.15785351397
eyes-2-pyramid-9-selectivity-1,6.18e+05,0.97,100,0,0.0154,0,0,0,0,0,0,0,0,0,0.957,0.97,6.1e+05,1.91,47.9,0.987,0.916,280,0.000459,0.424,137,0.000224,1.97,49.4,103,7.97e+04,178,3.32608350531
eyes-2-pyramid-9-selectivity-1,3.93e+05,1.02,97.9,0,1.98,0,0,0,0,0,0,0,0,0,1.07,0.995,4.22e+05,2.13,53.3,1.07,0.95,136,0.000322,0.505,61.6,0.000146,2.14,53.6,47.7,4.94e+04,87.4,2.05645026617
eyes-2-pyramid-9-selectivity-1,3.99e+05,1.05,99.4,0,0.588,0,0,0,0,0,0,0,0,0,1.15,1.04,4.41e+05,2.3,57.5,1.11,0.948,149,0.000339,0.621,44.6,0.000101,2.21,55.3,47.1,4.8e+04,63.1,1.9915696631
eyes-2-pyramid-9-selectivity-1,3.93e+05,1,100,0,0.00713,0,0,0,0,0,0,0,0,0,1.14,1,4.47e+05,2.28,57,1.14,0.96,102,0.000228,0.473,50.3,0.000112,2.27,56.9,32.8,4.91e+04,63.5,2.043155299
eyes-2-pyramid-9-selectivity-1,3.77e+05,1,98.7,0,1.26,0,0,0,0,0,0,0,0,0,1.2,0.992,4.57e+05,2.4,60.1,1.21,0.982,42.1,9.2e-05,0.521,18.5,4.04e-05,2.42,60.6,20.7,4.76e+04,39.9,1.98978042494
eyes-2-pyramid-9-selectivity-1,4.37e+05,1.02,98.3,0,1.73,0,0,0,0,0,0,0,0,0,1.05,1,4.59e+05,2.1,52.6,1.05,0.937,179,0.000389,0.536,74.9,0.000163,2.1,52.6,57.9,5.46e+04,102,2.27827489365
eyes-2-pyramid-9-selectivity-1,3.74e+05,1.05,100,0,0.00426,0,0,0,0,0,0,0,0,0,1.12,1.04,4.02e+05,2.24,56.1,1.07,0.964,91.4,0.000228,0.383,49.4,0.000123,2.15,53.7,36.8,4.48e+04,80.9,1.88778779461
eyes-2-pyramid-9-selectivity-1,3.4e+05,1.03,84.5,0,10.1,0,0,0,0,0,0,0,0,0,0.791,0.874,3.08e+05,1.58,39.6,0.905,0.928,240,0.000779,0.579,68.8,0.000224,1.81,45.3,85.8,4.86e+04,94.2,2.04489893704
eyes-2-pyramid-9-selectivity-1,3.83e+05,1.02,100,0,0.0132,0,0,0,0,0,0,0,0,0,1.14,1.02,4.28e+05,2.28,57,1.12,0.954,131,0.000307,0.597,40.3,9.4e-05,2.23,55.9,47.6,4.7e+04,58.2,1.95549807643
eyes-2-pyramid-9-selectivity-1,2.84e+05,1,85.3,0,13.8,0,0,0,0,0,0,0,0,0,0.709,0.857,2.35e+05,1.42,35.4,0.827,0.93,190,0.000806,0.599,68.9,0.000293,1.65,41.4,47.8,4.15e+04,108,1.75876422285
eyes-2-pyramid-9-selectivity-1,4.09e+05,1,97.9,0,2.15,0,0,0,0,0,0,0,0,0,1.11,0.979,4.62e+05,2.21,55.3,1.13,0.934,189,0.000409,0.695,46.7,0.000101,2.26,56.5,54.5,5.22e+04,70.7,2.1798972362
eyes-2-pyramid-9-selectivity-1,4.2e+05,0.943,93.7,0,5.72,0,0,0,0,0,0,0,0,0,0.944,0.883,4.48e+05,1.89,47.2,1.07,0.916,272,0.000606,0.638,78.5,0.000175,2.14,53.4,74.6,5.94e+04,90.3,2.498015015
eyes-2-pyramid-9-selectivity-1,3.63e+05,1,100,0,0.00822,0,0,0,0,0,0,0,0,0,1.2,1,4.33e+05,2.39,59.8,1.2,0.968,76,0.000175,0.789,15.1,3.48e-05,2.39,59.8,19,4.53e+04,32.2,1.89005391853
eyes-2-pyramid-9-selectivity-1,3.78e+05,0.953,97.9,0,2.1,0,0,0,0,0,0,0,0,0,0.845,0.933,3.43e+05,1.69,42.3,0.906,0.93,221,0.000644,0.494,85,0.000248,1.81,45.3,76.4,5.07e+04,106,2.11187595088
eyes-2-pyramid-9-selectivity-1,3.53e+05,1.02,99,0,1.02,0,0,0,0,0,0,0,0,0,1.12,1.01,3.95e+05,2.25,56.2,1.12,0.957,117,0.000295,0.621,39.8,0.000101,2.24,55.9,35.7,4.39e+04,54,1.85632569176
eyes-2-pyramid-9-selectivity-1,4.03e+05,0.998,99.6,0,0.357,0,0,0,0,0,0,0,0,0,0.962,0.994,3.9e+05,1.92,48.1,0.968,0.925,238,0.00061,0.601,79.1,0.000203,1.94,48.4,74.5,5.06e+04,105,2.13404234442
eyes-2-pyramid-9-selectivity-1,7.69e+05,0.984,100,0,0.000435,0,0,0,0,0,0,0,0,0,1.19,0.984,9.29e+05,2.38,59.4,1.21,0.915,244,0.000263,0.683,66.9,7.2e-05,2.42,60.4,61.5,9.77e+04,107,4.04406754848
eyes-2-pyramid-9-selectivity-1,4.42e+05,1,96.9,0,3.07,0,0,0,0,0,0,0,0,0,1.08,0.971,4.93e+05,2.17,54.2,1.12,0.94,153,0.000311,0.601,57.4,0.000117,2.23,55.8,42.3,5.68e+04,96.1,2.37489494878
eyes-2-pyramid-9-selectivity-1,3.31e+05,1.01,93.6,0,6.09,0,0,0,0,0,0,0,0,0,0.845,0.941,2.97e+05,1.69,42.3,0.899,0.946,146,0.00049,0.312,91,0.000306,1.8,44.9,48.2,4.4e+04,106,1.84223373178
eyes-2-pyramid-9-selectivity-1,3.63e+05,1.05,96.3,0,3.74,0,0,0,0,0,0,0,0,0,0.886,1.01,3.2e+05,1.77,44.3,0.881,0.927,241,0.000752,0.579,79,0.000247,1.76,44,78.4,4.52e+04,98.2,1.92480742704
eyes-2-pyramid-9-selectivity-1,4.41e+05,1.01,97.5,0,2.5,0,0,0,0,0,0,0,0,0,1.22,0.987,5.43e+05,2.43,60.8,1.23,0.977,52.9,9.75e-05,0.455,26.7,4.91e-05,2.46,61.6,28.2,5.59e+04,54.7,2.33972539585
eyes-2-pyramid-9-selectivity-1,4.05e+05,1.02,100,0,0.00058,0,0,0,0,0,0,0,0,0,1.09,1.02,4.33e+05,2.18,54.5,1.07,0.912,226,0.000522,0.738,56.3,0.00013,2.14,53.5,38.9,4.96e+04,87.6,2.08701935645
eyes-2-pyramid-9-selectivity-1,6.96e+05,0.977,100,0,0.00135,0,0,0,0,0,0,0,0,0,1.05,0.977,7.47e+05,2.1,52.5,1.07,0.902,321,0.00043,0.5,133,0.000177,2.15,53.7,102,8.9e+04,171,3.67815326862
eyes-2-pyramid-9-selectivity-2,7.54e+05,1.01,95.9,0,3.95,0,0,0,0,0,0,0,0,0,0.89,0.966,6.94e+05,1.78,44.5,0.921,0.921,475,0.000684,0.549,169,0.000243,1.84,46,167,9.75e+04,225,2.66380416882
eyes-2-pyramid-9-selectivity-2,7.35e+05,1.01,76.4,0,22.7,0,0,0,0,0,0,0,0,0,0.679,0.773,6.45e+05,1.36,33.9,0.878,0.926,397,0.000616,0.405,198,0.000307,1.76,43.9,140,1.19e+05,335,3.24687036829
eyes-2-pyramid-9-selectivity-2,5.81e+05,0.951,100,0,0.00987,0,0,0,0,0,0,0,0,0,1.12,0.951,6.86e+05,2.24,56.1,1.18,0.982,78.7,0.000115,0.583,31.3,4.57e-05,2.36,59,33.5,7.64e+04,56,2.09159063069
eyes-2-pyramid-9-selectivity-2,5.78e+05,1.01,94.8,0,4.52,0,0,0,0,0,0,0,0,0,0.873,0.954,5.29e+05,1.75,43.7,0.915,0.944,270,0.00051,0.348,159,0.000301,1.83,45.8,86.6,7.58e+04,185,2.06980567607
eyes-2-pyramid-9-selectivity-2,6.3e+05,0.975,94.1,0,5.5,0,0,0,0,0,0,0,0,0,1.09,0.917,7.51e+05,2.19,54.7,1.19,0.953,212,0.000282,0.675,66.5,8.85e-05,2.38,59.6,49.5,8.59e+04,89.7,2.36630085822
eyes-2-pyramid-9-selectivity-2,7.23e+05,0.969,98,0,2.01,0,0,0,0,0,0,0,0,0,1.03,0.949,7.87e+05,2.06,51.6,1.09,0.965,160,0.000204,0.418,85.5,0.000109,2.18,54.4,68.1,9.53e+04,159,2.61668835827
eyes-2-pyramid-9-selectivity-2,6.93e+05,1.03,83.4,0,8.42,0,0,0,0,0,0,0,0,0,0.774,0.859,6.24e+05,1.55,38.7,0.9,0.915,545,0.000873,0.599,154,0.000247,1.8,45,186,1.01e+05,204,2.75624369122
eyes-2-pyramid-9-selectivity-2,6.17e+05,1.01,100,0,0.00453,0,0,0,0,0,0,0,0,0,1.06,1.01,6.49e+05,2.12,53,1.05,0.954,218,0.000337,0.543,88.7,0.000137,2.1,52.6,67.7,7.65e+04,127,2.08962816741
eyes-2-pyramid-9-selectivity-2,6.39e+05,1,98.6,0,1.4,0,0,0,0,0,0,0,0,0,1.06,0.99,6.83e+05,2.12,52.9,1.07,0.952,228,0.000334,0.517,100,0.000147,2.14,53.5,79.3,8.07e+04,139,2.21049290083
eyes-2-pyramid-9-selectivity-2,3.56e+05,1.02,81.3,0,14.7,0,0,0,0,0,0,0,0,0,0.763,0.827,3.29e+05,1.53,38.1,0.922,0.962,177,0.000538,0.572,69.6,0.000212,1.84,46.1,53.6,5.39e+04,105,1.50217759709
eyes-2-pyramid-9-selectivity-2,6.6e+05,1.01,97.8,0,2.14,0,0,0,0,0,0,0,0,0,1.17,0.984,7.83e+05,2.33,58.3,1.19,0.964,159,0.000204,0.611,57.3,7.32e-05,2.37,59.3,53.8,8.39e+04,90.5,2.30491773931
eyes-2-pyramid-9-selectivity-2,7.81e+05,1.03,95.6,0,4.36,0,0,0,0,0,0,0,0,0,1.03,0.981,8.2e+05,2.06,51.5,1.05,0.908,533,0.000651,0.628,151,0.000184,2.1,52.5,154,9.94e+04,172,2.72040112026
eyes-2-pyramid-9-selectivity-2,6.69e+05,1.01,98.8,0,1.21,0,0,0,0,0,0,0,0,0,1.12,0.995,7.54e+05,2.24,56,1.13,0.955,222,0.000295,0.631,70.4,9.34e-05,2.25,56.3,72.2,8.41e+04,102,2.30992649081
eyes-2-pyramid-9-selectivity-2,5.6e+05,1.01,95.1,0,4.65,0,0,0,0,0,0,0,0,0,0.792,0.958,4.63e+05,1.58,39.6,0.827,0.934,378,0.000817,0.531,134,0.00029,1.65,41.3,131,7.3e+04,173,2.01056892844
eyes-2-pyramid-9-selectivity-2,7.95e+05,1.02,100,0,0.00106,0,0,0,0,0,0,0,0,0,1.06,1.02,8.31e+05,2.13,53.2,1.05,0.927,372,0.000448,0.563,142,0.000171,2.09,52.3,101,9.76e+04,178,2.6610350725
eyes-2-pyramid-9-selectivity-2,2.75e+05,0.96,76.1,0,16.1,0,0,0,0,0,0,0,0,0,0.73,0.731,2.75e+05,1.46,36.5,0.999,0.984,67.5,0.000246,0.586,25.3,9.22e-05,2,50,29.6,4.7e+04,51.2,1.30915443551
eyes-2-pyramid-9-selectivity-2,7.32e+05,1.02,98.8,0,1.17,0,0,0,0,0,0,0,0,0,1.1,1.01,8.02e+05,2.21,55.2,1.1,0.961,177,0.000221,0.434,86,0.000107,2.19,54.8,72.7,9.09e+04,160,2.48274466175
eyes-2-pyramid-9-selectivity-2,7.35e+05,1.01,99.4,0,0.612,0,0,0,0,0,0,0,0,0,0.961,1,7.06e+05,1.92,48.1,0.96,0.937,352,0.000499,0.498,146,0.000207,1.92,48,121,9.18e+04,190,2.50953576233
eyes-2-pyramid-9-selectivity-2,6.13e+05,0.983,100,0,0.00216,0,0,0,0,0,0,0,0,0,1.07,0.983,6.66e+05,2.14,53.4,1.09,0.953,246,0.00037,0.633,70.7,0.000106,2.17,54.3,84.8,7.8e+04,95.6,2.14542939653
eyes-2-pyramid-9-selectivity-2,6.67e+05,1.02,98.4,0,1.62,0,0,0,0,0,0,0,0,0,1.07,1,7.13e+05,2.14,53.4,1.07,0.957,209,0.000293,0.476,101,0.000141,2.14,53.4,78.5,8.34e+04,143,2.27372202063
eyes-2-pyramid-9-selectivity-2,5.88e+05,1.01,100,0,0.0136,0,0,0,0,0,0,0,0,0,1.16,1.01,6.72e+05,2.31,57.8,1.14,0.965,160,0.000239,0.596,57,8.49e-05,2.28,57.1,54.5,7.26e+04,74,1.98159218343
eyes-2-pyramid-9-selectivity-2,6.06e+05,0.999,100,0,0.00777,0,0,0,0,0,0,0,0,0,0.965,0.999,5.86e+05,1.93,48.3,0.966,0.948,266,0.000454,0.492,120,0.000205,1.93,48.3,89.3,7.59e+04,151,2.07422337618
eyes-2-pyramid-9-selectivity-2,6.43e+05,1.01,100,0,0.0114,0,0,0,0,0,0,0,0,0,1.09,1.01,6.94e+05,2.19,54.7,1.08,0.951,221,0.000319,0.629,75.3,0.000109,2.16,54,61.1,7.93e+04,130,2.16648528732
eyes-2-pyramid-9-selectivity-2,6.4e+05,1.01,96.4,0,3.36,0,0,0,0,0,0,0,0,0,0.887,0.972,5.85e+05,1.77,44.4,0.913,0.918,462,0.000789,0.61,148,0.000252,1.83,45.7,137,8.24e+04,179,2.25670893013
eyes-2-pyramid-9-selectivity-2,5.9e+05,1.01,100,0,0.00805,0,0,0,0,0,0,0,0,0,1.12,1.01,6.54e+05,2.24,56,1.11,0.957,198,0.000303,0.606,74.8,0.000114,2.21,55.3,49.9,7.29e+04,93.2,1.99000572975
eyes-2-pyramid-9-selectivity-2,5.9e+05,1.01,99.1,0,0.932,0,0,0,0,0,0,0,0,0,1.18,0.997,6.98e+05,2.36,59.1,1.18,0.962,161,0.000231,0.816,28.5,4.09e-05,2.37,59.2,34,7.39e+04,60.9,2.01501159834
eyes-2-pyramid-9-selectivity-2,5.99e+05,1.01,99.6,0,0.336,0,0,0,0,0,0,0,0,0,1.05,1,6.3e+05,2.11,52.7,1.05,0.951,255,0.000405,0.616,82,0.00013,2.1,52.6,82.6,7.47e+04,109,2.05719435386
eyes-2-pyramid-9-selectivity-2,5.9e+05,0.979,100,0,0.013,0,0,0,0,0,0,0,0,0,1.16,0.979,6.98e+05,2.32,57.9,1.18,0.979,91.4,0.000131,0.688,26.9,3.85e-05,2.37,59.1,32.8,7.53e+04,58.3,2.05423149733
eyes-2-pyramid-9-selectivity-2,6.09e+05,1.05,100,0,0.00999,0,0,0,0,0,0,0,0,0,1.13,1.04,6.58e+05,2.26,56.4,1.08,0.942,288,0.000437,0.709,70.1,0.000106,2.16,54,79.6,7.29e+04,99.9,2.00600542643
eyes-2-pyramid-9-selectivity-2,7.21e+05,1.01,97.9,0,2.09,0,0,0,0,0,0,0,0,0,1.2,0.992,8.73e+05,2.4,60,1.21,0.979,90.6,0.000104,0.464,44.8,5.13e-05,2.42,60.5,46.6,9.09e+04,87.5,2.49133318664
eyes-0-pyramid-22-selectivity-2,1.39e+06,1.01,98.7,0,1.26,0,0,0,0,0,0,0,0,0,1.06,0.997,1.48e+06,2.12,53.1,1.06,0.954,498,0.000337,0.563,201,0.000136,2.13,53.2,151,1.74e+05,285,2.38076104621
eyes-0-pyramid-22-selectivity-2,1.3e+06,1.01,99.5,0,0.508,0,0,0,0,0,0,0,0,0,0.957,1,1.25e+06,1.91,47.9,0.955,0.942,700,0.000562,0.599,242,0.000195,1.91,47.7,219,1.63e+05,320,2.21659612393
eyes-0-pyramid-22-selectivity-2,1.28e+06,1.03,99.3,0,0.701,0,0,0,0,0,0,0,0,0,1.12,1.02,1.4e+06,2.24,55.9,1.1,0.955,517,0.000368,0.692,135,9.64e-05,2.19,54.8,154,1.57e+05,191,2.1414947785
eyes-0-pyramid-22-selectivity-2,1.23e+06,1.01,100,0,0.0116,0,0,0,0,0,0,0,0,0,1.11,1.01,1.35e+06,2.21,55.4,1.1,0.958,442,0.000327,0.612,166,0.000122,2.19,54.9,104,1.53e+05,185,2.09148224334
eyes-0-pyramid-22-selectivity-2,1.54e+06,0.999,98.5,0,1.46,0,0,0,0,0,0,0,0,0,1.07,0.985,1.68e+06,2.15,53.7,1.09,0.943,601,0.000357,0.616,216,0.000128,2.18,54.5,146,1.96e+05,315,2.6729158069
eyes-0-pyramid-22-selectivity-2,1.18e+06,1.01,94.9,0,4.99,0,0,0,0,0,0,0,0,0,0.888,0.961,1.09e+06,1.78,44.4,0.925,0.942,711,0.000653,0.608,221,0.000203,1.85,46.2,227,1.53e+05,309,2.08599918334
eyes-0-pyramid-22-selectivity-2,1.21e+06,0.996,95.1,0,4.33,0,0,0,0,0,0,0,0,0,0.822,0.947,1.05e+06,1.64,41.1,0.868,0.935,873,0.000829,0.617,246,0.000234,1.74,43.4,296,1.6e+05,320,2.19377503291
eyes-0-pyramid-22-selectivity-2,1.23e+06,1.01,100,0,0.0022,0,0,0,0,0,0,0,0,0,1.18,1.01,1.44e+06,2.37,59.2,1.17,0.981,191,0.000132,0.656,64.1,4.44e-05,2.34,58.5,64.5,1.52e+05,109,2.07659776825
eyes-0-pyramid-22-selectivity-2,1.19e+06,1.01,99.6,0,0.439,0,0,0,0,0,0,0,0,0,1.16,1,1.38e+06,2.32,58.1,1.16,0.984,159,0.000115,0.581,61.8,4.48e-05,2.32,58,68.3,1.49e+05,115,2.02661814946
eyes-0-pyramid-22-selectivity-2,6.85e+05,1.01,82.8,0,12.2,0,0,0,0,0,0,0,0,0,0.801,0.833,6.58e+05,1.6,40.1,0.962,0.947,563,0.000855,0.846,83.8,0.000127,1.92,48.1,88.9,1.03e+05,135,1.41663775995
eyes-0-pyramid-22-selectivity-2,7.64e+05,1.01,84.1,0,12.1,0,0,0,0,0,0,0,0,0,0.766,0.847,6.91e+05,1.53,38.3,0.904,0.966,354,0.000513,0.579,137,0.000198,1.81,45.2,108,1.13e+05,212,1.53805188884
eyes-0-pyramid-22-selectivity-2,1.25e+06,1.01,99.4,0,0.56,0,0,0,0,0,0,0,0,0,1.09,1,1.36e+06,2.17,54.3,1.08,0.939,693,0.000511,0.783,133,9.78e-05,2.17,54.2,139,1.56e+05,192,2.14155032404
eyes-0-pyramid-22-selectivity-2,1.36e+06,1.01,99.5,0,0.531,0,0,0,0,0,0,0,0,0,1.04,1,1.42e+06,2.09,52.2,1.04,0.946,602,0.000425,0.644,199,0.00014,2.08,52,151,1.7e+05,274,2.3209258371
eyes-0-pyramid-22-selectivity-2,1.4e+06,1.01,95.4,0,4.51,0,0,0,0,0,0,0,0,0,1,0.96,1.46e+06,2.01,50.2,1.05,0.944,695,0.000475,0.586,235,0.00016,2.09,52.4,214,1.82e+05,277,2.49234145193
eyes-0-pyramid-22-selectivity-2,1.22e+06,1.01,100,0,0.00749,0,0,0,0,0,0,0,0,0,1.19,1.01,1.44e+06,2.38,59.5,1.18,0.983,169,0.000118,0.698,48.9,3.41e-05,2.36,59.1,58.1,1.51e+05,97.7,2.06556438672
eyes-0-pyramid-22-selectivity-2,1.47e+06,0.987,98.7,0,1.24,0,0,0,0,0,0,0,0,0,1.14,0.974,1.72e+06,2.29,57.2,1.17,0.954,471,0.000273,0.798,92.9,5.39e-05,2.35,58.7,95.1,1.88e+05,174,2.57630622904
eyes-0-pyramid-22-selectivity-2,1.38e+06,0.998,97.3,0,2.42,0,0,0,0,0,0,0,0,0,0.788,0.97,1.12e+06,1.58,39.4,0.812,0.919,1.11e+03,0.000985,0.637,322,0.000286,1.62,40.6,345,1.78e+05,428,2.43923586599
eyes-0-pyramid-22-selectivity-2,1.34e+06,1,100,0,0.00188,0,0,0,0,0,0,0,0,0,1.06,1,1.42e+06,2.12,53,1.06,0.96,422,0.000296,0.526,186,0.000131,2.12,53,129,1.68e+05,266,2.29212501485
eyes-0-pyramid-22-selectivity-2,1.2e+06,0.99,100,0,0.00529,0,0,0,0,0,0,0,0,0,1.04,0.99,1.26e+06,2.09,52.1,1.05,0.968,331,0.000261,0.513,148,0.000117,2.11,52.7,109,1.52e+05,228,2.07520179548
eyes-0-pyramid-22-selectivity-2,1.33e+06,1,95.6,0,3.95,0,0,0,0,0,0,0,0,0,0.893,0.959,1.24e+06,1.79,44.6,0.931,0.922,970,0.000781,0.674,276,0.000223,1.86,46.5,260,1.74e+05,371,2.3789410931
eyes-0-pyramid-22-selectivity-2,1.24e+06,1.01,98,0,1.96,0,0,0,0,0,0,0,0,0,1.07,0.986,1.34e+06,2.14,53.5,1.09,0.946,617,0.000459,0.724,145,0.000108,2.17,54.3,150,1.57e+05,202,2.14643279284
eyes-0-pyramid-22-selectivity-2,1.27e+06,1,99.6,0,0.364,0,0,0,0,0,0,0,0,0,1.12,0.998,1.42e+06,2.24,56,1.12,0.963,398,0.00028,0.679,119,8.39e-05,2.24,56.1,105,1.59e+05,165,2.16964576427
eyes-0-pyramid-22-selectivity-2,1.48e+06,0.999,98.9,0,1.08,0,0,0,0,0,0,0,0,0,1.06,0.989,1.59e+06,2.11,52.8,1.07,0.964,390,0.000246,0.419,203,0.000128,2.14,53.4,156,1.88e+05,315,2.57153116368
eyes-0-pyramid-22-selectivity-2,1.25e+06,1.01,100,0,0.0082,0,0,0,0,0,0,0,0,0,1.15,1.01,1.42e+06,2.29,57.3,1.14,0.966,361,0.000255,0.702,98,6.91e-05,2.27,56.9,99.5,1.55e+05,142,2.10892721516
